Claim History,Previous Claims History,Premium Amount,Coverage Amount,Anomaly
2,1,1058,272486,1
3,0,1764,202933,1
1,1,4619,618775,1
4,1,2057,446437,1
3,3,4348,681635,1
4,1,2423,504750,1
5,3,754,553008,-1
2,3,3998,757953,1
0,3,2376,534018,1
5,0,3975,187352,1
2,3,3236,410525,1
5,3,1610,338232,1
3,2,4642,68583,1
0,3,3059,410999,1
4,1,4519,238708,1
2,2,4691,536280,1
0,1,4442,958926,1
0,3,2108,541520,1
0,3,1688,557611,1
4,2,4058,740922,1
3,3,1818,535474,1
5,2,3416,504565,1
3,1,4633,371407,1
0,0,3432,157537,1
3,3,1269,890264,1
5,3,1933,599452,1
2,0,2082,882745,1
0,3,1653,813301,1
4,0,4823,386355,1
4,1,3210,182399,1
2,1,2705,505625,1
1,1,4446,651765,1
3,2,3320,309723,1
4,1,1921,427140,1
0,1,1157,688971,1
5,3,4549,108273,1
2,2,4524,970141,1
3,0,3061,585017,1
1,3,4766,385961,1
1,3,2744,92474,1
5,0,1266,274430,-1
1,0,2683,167995,1
4,3,3957,455643,1
4,1,3575,201417,1
3,2,4562,162474,1
0,1,2554,271778,1
4,1,3039,218910,1
4,1,2161,196320,1
4,3,725,813294,1
4,0,1771,546885,1
3,1,3493,318033,1
4,0,2869,921497,1
1,1,3356,866246,1
2,1,3831,570483,1
4,3,4474,864220,1
5,2,3353,308069,1
1,3,3658,253623,1
1,3,2959,904464,1
3,0,4716,216196,1
4,1,4266,827784,1
3,3,3836,185228,1
1,1,1029,481999,1
3,0,3869,480963,1
1,3,3658,656208,1
5,1,3850,800024,1
3,0,1269,421473,1
4,1,4434,373731,1
4,1,4834,686577,1
4,2,1589,253564,1
3,3,4391,772535,1
4,3,4461,153875,1
0,3,909,653789,1
3,3,1723,287372,1
4,3,2951,163351,1
4,2,3108,719595,1
1,1,4551,67839,1
3,3,3020,429597,1
4,0,3383,906493,1
2,3,3273,540432,1
0,0,2984,930723,-1
5,1,1129,367217,1
4,1,4380,417481,1
4,2,4521,464612,1
4,1,4390,184635,1
4,3,2320,958982,1
0,0,1698,489236,1
3,3,2844,479724,1
4,3,1101,675415,1
2,1,3087,502622,1
4,3,4463,323435,1
0,1,2268,294101,1
0,1,3948,955969,1
0,3,1924,90137,1
5,1,797,397466,1
4,2,4767,353119,1
5,3,4471,98756,1
1,1,1742,295473,1
3,3,3005,633858,1
2,1,4379,167581,1
3,3,4149,210963,1
5,1,3652,794563,1
5,2,4087,667624,1
1,0,3870,636391,1
1,3,3754,108629,1
5,3,2696,383760,1
0,3,1646,632053,1
3,0,3542,508316,1
4,0,3597,781985,1
5,3,2167,160073,1
2,3,4538,836472,1
2,3,1187,730991,1
0,2,1980,432218,1
5,0,762,350662,-1
4,1,4581,973590,1
1,1,4297,218449,1
3,3,4038,315702,1
3,1,3537,122167,1
0,2,4541,620925,1
4,3,2168,60348,1
4,2,1988,559481,1
4,0,2924,861357,1
2,2,2995,715779,1
0,0,3457,172202,1
4,2,2134,805070,1
3,2,1358,488177,1
0,0,4214,203175,1
4,2,1766,270431,1
0,1,983,778310,1
0,3,1059,77497,-1
1,3,4124,298049,1
0,2,1791,842887,1
0,3,1077,162830,1
4,2,3443,859298,1
0,0,4539,470018,1
4,3,949,569135,1
5,1,4824,647391,1
4,3,3773,924237,1
1,3,3640,715675,1
5,1,4695,752615,1
4,1,2861,875397,1
4,3,1313,147315,1
2,3,4496,539336,1
4,0,1373,583857,1
4,2,3128,331099,1
2,2,1687,770443,1
0,3,3124,768556,1
3,3,1184,821945,1
4,1,1710,153918,1
4,3,1901,545590,1
4,1,3600,807744,1
0,3,4559,916574,1
3,3,3751,210217,1
3,1,3777,752783,1
5,2,4160,650323,1
0,2,4757,164500,1
4,3,2268,782648,1
1,2,1994,657361,1
2,0,4350,180493,1
4,1,4432,950371,1
2,2,2163,768401,1
4,3,1619,745109,1
1,1,1636,760790,1
3,1,2316,444642,1
5,1,2777,624920,1
5,0,2717,665423,1
3,1,4533,651103,1
1,3,1203,525957,1
4,1,3906,303224,1
5,1,3966,386284,1
0,3,4700,206123,1
3,1,3635,403833,1
4,3,1222,300585,1
1,3,4945,180733,1
2,0,4586,875653,1
3,3,1232,180353,1
4,0,2173,229907,1
0,1,806,167213,1
5,1,3699,648378,1
0,3,4481,630017,1
4,1,3374,375253,1
1,3,3178,377175,1
0,0,3417,969128,-1
4,1,4398,186166,1
3,1,1675,178107,1
3,1,3136,658044,1
4,3,1092,249680,1
1,2,3074,952397,1
4,1,1965,325989,1
3,3,2159,132615,1
2,2,4885,588170,1
3,1,568,122986,1
3,2,1571,201054,1
3,0,1560,116322,1
0,2,4837,475861,1
0,0,1649,705196,1
2,2,730,388037,1
0,3,1571,90879,1
5,2,4456,883523,1
5,2,2039,456421,1
4,3,4427,136084,1
5,2,4838,560350,1
5,2,3496,239547,1
4,1,1640,73914,1
3,2,3636,112892,1
5,0,4926,223434,-1
2,1,3047,386960,1
4,3,4423,602877,1
5,1,4064,709785,1
0,1,3596,73895,1
3,3,4763,950887,1
3,1,3444,954379,1
1,3,3347,160715,1
4,1,2773,314664,1
3,3,2740,192270,1
2,2,4336,605515,1
4,0,2748,416206,1
5,3,1724,177051,1
1,3,2287,857704,1
1,1,3463,386267,1
2,1,4799,161215,1
3,2,4711,529831,1
1,2,2210,71979,1
4,2,1566,191396,1
0,3,3537,752911,1
5,2,3146,177557,1
3,2,3450,798018,1
3,1,1819,262988,1
5,1,2158,210743,1
4,3,2570,406193,1
0,0,1886,510134,1
4,3,4156,463742,1
2,3,722,70139,-1
1,2,1135,540293,1
3,1,2996,953558,1
0,3,2739,800058,1
5,3,3136,321404,1
1,0,3930,549255,1
1,2,3137,963088,1
1,2,2663,401806,1
4,3,4088,301224,1
4,1,4604,940606,1
1,0,1063,529234,1
1,0,3565,514466,1
4,1,4018,207180,1
5,1,3614,262280,1
1,0,3054,163549,1
4,2,4268,616975,1
5,2,3305,508261,1
4,0,746,245243,-1
5,2,1076,642724,1
4,2,4507,328332,1
0,2,3968,166166,1
4,1,3514,481273,1
4,1,2813,293950,1
4,3,3919,775239,1
0,2,2017,565831,1
4,3,4574,924736,1
2,1,4406,519952,1
2,3,3693,769884,1
4,3,806,774560,1
0,0,2260,769474,1
4,1,2170,765769,1
4,1,1741,263976,1
5,2,738,153992,-1
4,1,1640,808780,1
4,3,1682,401862,1
4,1,3327,314516,1
0,1,740,121086,1
4,1,3353,801254,1
4,2,4284,603206,1
0,2,3381,537157,1
1,3,1507,654436,1
0,1,1711,619700,1
0,3,1822,209326,1
3,1,4810,354572,1
0,3,1775,454942,1
5,1,973,198120,1
5,2,2538,983885,1
1,2,4769,383071,1
3,3,2101,226271,1
2,1,1441,204801,1
2,2,4400,252450,1
4,3,3926,338401,1
0,3,4136,718313,1
2,0,4340,186329,1
1,3,1732,748013,1
4,3,4848,348505,1
0,1,3723,300621,1
0,2,1582,621358,1
4,0,4366,397686,1
0,3,2521,231574,1
0,1,4557,306045,1
2,1,4435,749382,1
4,2,3483,300464,1
5,1,3865,951003,1
0,1,1195,226105,1
4,3,4890,138913,1
0,3,4571,366994,1
3,3,1923,300777,1
3,1,2748,476435,1
0,2,1752,412981,1
3,3,2301,86971,1
0,0,1633,385358,1
4,1,1625,719973,1
0,0,2366,378746,1
5,3,1890,561533,1
2,0,4363,310744,1
4,0,1186,744830,1
0,3,2756,1000000,1
4,3,4170,806216,1
3,3,1709,408686,1
5,1,3055,201653,1
3,3,3865,111280,1
0,2,1658,693107,1
4,1,2892,458486,1
3,1,4529,314299,1
3,1,4308,286636,1
2,2,1729,314973,1
0,0,3728,569201,1
1,1,4719,500671,1
3,0,1787,547022,1
1,2,3550,893780,1
5,3,1944,787145,1
3,1,3063,143950,1
2,0,4582,783299,1
4,1,3571,266051,1
4,2,1322,738313,1
1,0,3498,163688,1
4,3,4155,747831,1
4,2,3101,364821,1
5,3,1853,530159,1
5,2,947,717459,1
4,3,3252,120742,1
0,1,2104,167443,1
1,2,4532,516601,1
3,3,3059,254705,1
3,2,4828,719414,1
5,3,4921,141342,-1
2,0,3240,156367,1
4,1,3136,306778,1
5,3,1437,612474,1
4,0,4375,949243,1
1,3,2323,768988,1
5,1,4025,420636,1
4,1,4557,381296,1
2,1,1769,308638,1
1,1,4512,209161,1
5,1,2761,562287,1
3,3,3398,515967,1
1,3,2848,466891,1
3,2,3676,724282,1
0,1,3535,955414,1
3,2,3677,766362,1
5,0,598,285065,-1
1,1,4512,91266,1
0,1,3446,663205,1
0,1,3761,614807,1
0,1,2229,594333,1
4,0,4622,947267,-1
5,1,3458,390735,1
3,1,4393,705926,1
2,0,2062,922269,1
2,2,2770,220814,1
3,1,4571,757547,1
3,0,4001,864897,1
2,0,1658,170876,1
0,1,1895,71210,1
4,1,693,701610,1
1,3,4085,82826,1
3,0,4824,966447,-1
3,2,4809,397972,1
2,1,4072,604928,1
5,2,1565,960086,1
0,0,4511,954134,-1
3,0,4447,526995,1
3,3,4542,953084,1
2,0,4741,535305,1
4,0,780,184032,-1
1,1,3056,433431,1
2,0,3663,198752,1
0,2,790,180447,1
3,1,3820,529138,1
3,1,1653,186150,1
2,3,3299,970698,1
5,2,4428,196997,1
4,0,4599,535219,1
3,3,1124,222066,1
1,0,3657,177417,1
4,1,1103,180502,1
2,2,4356,354935,1
4,2,4413,955424,1
0,0,4517,862693,-1
3,1,4915,263597,1
4,1,3096,883492,1
3,2,2869,325689,1
0,1,4870,761765,1
0,1,3100,183365,1
3,1,3195,420013,1
4,1,1559,177840,1
3,1,4340,803247,1
4,3,3407,506596,1
5,2,3542,173229,1
3,0,1113,218479,1
5,1,3914,305895,1
5,2,4409,187555,1
3,1,2987,453063,1
4,1,2130,313330,1
3,3,4414,415935,1
4,0,4052,785735,1
0,3,4532,168123,1
4,3,4432,496617,1
0,1,4494,199230,1
5,2,3455,172292,1
3,0,3507,195605,1
5,3,4632,808695,1
1,0,4116,787266,1
3,0,3780,294313,1
3,3,4843,197268,1
2,1,3449,199876,1
3,0,3404,185449,1
4,1,2886,346681,1
2,0,789,772770,-1
1,3,2634,195532,1
4,0,3621,285973,1
5,2,4328,780935,1
0,1,1329,116913,1
4,3,3088,164168,1
5,1,4019,309715,1
5,1,3412,792523,1
3,2,3253,510099,1
1,2,2625,647402,1
4,0,3873,977097,1
1,0,3335,404227,1
1,3,2247,376581,1
0,2,1533,187485,1
5,2,1222,625008,1
0,1,4473,217521,1
3,3,4022,628106,1
1,2,4435,268764,1
5,1,3994,256547,1
4,3,4778,629981,1
5,1,3458,606318,1
4,3,3586,445086,1
3,1,1760,408300,1
5,0,4023,815114,1
1,0,4081,535058,1
0,1,1174,929277,1
1,3,4359,387827,1
4,2,4908,463186,1
4,3,2130,981227,1
0,3,4248,297935,1
1,3,1480,627495,1
5,1,669,370793,-1
0,1,3428,287614,1
0,3,3528,593846,1
4,2,1078,108707,1
4,1,3571,726327,1
3,1,2327,426943,1
5,0,4507,103747,-1
4,2,4511,778823,1
0,1,782,969586,-1
3,1,3519,202258,1
5,3,1741,715930,1
4,3,3289,860909,1
3,1,4562,186927,1
1,1,2520,89949,1
4,1,3859,353166,1
4,1,1586,796282,1
0,2,1622,178144,1
5,1,3032,664823,1
3,1,1876,570742,1
3,3,4984,565568,1
0,3,709,419817,1
1,2,4097,418031,1
1,1,2641,338431,1
4,2,4418,346472,1
3,3,3494,402297,1
5,1,2360,329620,1
5,1,1854,663076,1
4,1,4568,530083,1
3,3,894,946461,1
3,3,1749,386857,1
3,0,2869,599600,1
5,0,4044,158538,1
1,3,4520,468478,1
4,2,1755,588140,1
2,1,1452,944104,1
2,1,4435,614693,1
4,0,4386,874384,1
4,1,3667,186595,1
4,2,3044,380028,1
1,1,3516,577847,1
3,1,3573,933186,1
5,3,1686,189616,1
4,2,1215,211791,1
2,0,4515,571025,1
1,1,4584,858670,1
3,2,4843,134482,1
0,0,1692,800870,1
4,2,3470,944881,1
3,2,1550,815281,1
1,2,2458,949043,1
4,3,2184,952955,1
0,1,3050,976018,1
1,0,4109,888993,1
3,3,2668,844603,1
5,1,4471,212835,1
3,2,3432,418382,1
2,1,3501,437080,1
5,0,4559,188165,1
0,3,3517,177726,1
4,2,1828,899526,1
5,1,3051,190588,1
3,1,2303,975998,1
4,3,2137,289199,1
1,1,3072,307291,1
5,2,3027,569011,1
1,3,4562,295943,1
0,0,4485,174767,1
4,1,4409,309014,1
3,3,1116,577351,1
4,2,694,182524,1
2,2,2615,834380,1
3,1,4889,983360,-1
2,2,1123,129573,1
5,0,2314,611644,1
4,2,1686,981542,1
1,3,4392,517262,1
2,2,1492,171155,1
4,3,1849,772497,1
4,0,4583,208524,1
4,0,4512,501282,1
3,2,1859,185476,1
4,2,3898,85282,1
1,1,1645,547552,1
0,3,2833,948799,1
1,0,4675,956927,-1
0,3,3550,209282,1
0,3,3526,247533,1
3,2,1147,312341,1
3,3,1884,784025,1
4,3,4031,288092,1
3,3,1631,950919,1
1,1,1144,512376,1
1,2,3505,308520,1
5,2,3490,634118,1
4,1,1583,105174,1
0,1,4473,392091,1
0,0,3511,131820,1
0,2,4536,596019,1
4,0,4550,118442,1
0,3,4915,568843,1
0,1,4410,732356,1
0,0,4407,672991,1
3,1,1747,445702,1
2,0,3355,505241,1
0,0,3510,617649,1
3,2,4270,733648,1
4,1,3671,541933,1
4,1,4349,183852,1
4,3,1763,558224,1
3,2,1608,67211,1
5,1,4558,245931,1
0,2,1445,170111,1
2,1,4510,78976,1
5,0,1111,533604,-1
3,3,657,176609,1
3,1,4682,134292,1
0,3,2782,395560,1
1,3,1029,249261,1
4,1,4514,778362,1
3,3,1699,979483,1
5,1,4062,412709,1
0,2,1628,137258,1
5,3,1695,939712,-1
4,1,3047,765056,1
4,2,4683,824818,1
5,3,3303,798259,1
2,1,1569,65054,1
3,3,3048,609652,1
0,2,3120,101763,1
4,3,3365,888051,1
3,0,3234,856107,1
0,1,4325,533119,1
2,3,4245,717551,1
0,1,901,684841,1
3,1,3493,204714,1
4,1,1908,894920,1
5,0,3366,513735,1
0,3,2053,955905,1
5,1,4966,186651,1
1,3,1741,970330,1
1,3,1736,303117,1
2,0,2568,803665,1
2,2,3633,957793,1
4,1,4549,547387,1
1,1,3966,175532,1
4,0,1676,670130,1
1,1,968,407528,1
1,2,4588,200649,1
0,3,3008,559589,1
5,0,2800,648518,1
0,3,4233,167365,1
3,1,3394,181011,1
0,0,4355,691203,1
1,0,4259,383680,1
4,2,2911,742259,1
4,3,4870,761575,1
0,1,2569,278449,1
0,0,3559,824025,1
4,1,4344,775440,1
3,0,3090,604199,1
4,2,3358,573946,1
0,1,2109,313366,1
4,0,4343,127279,1
3,3,3210,474442,1
2,2,2884,85393,1
3,1,2541,951905,1
3,0,1283,568343,1
2,1,4552,299937,1
1,3,4471,508405,1
3,3,4645,513761,1
2,3,3148,177487,1
5,3,709,761801,-1
4,3,709,331172,1
1,2,4899,772644,1
5,3,1720,583456,1
3,0,2629,556542,1
4,1,1568,815114,1
5,3,1209,178644,1
4,3,3353,174017,1
5,1,3350,761062,1
4,0,3697,860825,1
4,0,579,168784,-1
3,2,4417,773328,1
4,2,3809,708418,1
1,1,4354,757279,1
0,3,3346,715683,1
4,1,3420,650708,1
5,2,4412,709104,1
4,1,1881,587467,1
4,3,3050,433450,1
4,3,3678,923055,1
4,3,1671,419254,1
1,3,4482,194662,1
0,1,3397,376726,1
4,0,4537,474861,1
4,2,3647,156205,1
1,3,2300,409827,1
0,0,4269,135371,1
0,1,1727,850954,1
5,1,1751,381532,1
0,0,3136,177787,1
5,3,1618,926995,-1
1,2,2171,203693,1
2,2,4050,964143,1
4,3,2888,552175,1
5,1,3061,94304,1
3,1,3965,201868,1
0,3,4642,955700,-1
1,0,3009,855486,1
4,1,3511,355251,1
3,2,2003,226357,1
4,3,3384,585140,1
3,3,1157,161108,1
2,1,3122,211201,1
1,1,4552,701491,1
0,1,1963,748485,1
3,2,4070,686749,1
5,0,2185,703631,1
0,3,1641,408822,1
3,1,2123,778411,1
4,1,3696,241603,1
1,3,1721,950209,1
4,2,1176,515416,1
0,3,4546,119406,1
4,2,4407,295423,1
5,3,4331,778443,1
0,1,4639,674390,1
0,1,3427,218865,1
4,3,2811,352961,1
3,3,4828,305289,1
5,0,2688,401690,1
5,3,1056,474244,1
0,3,3006,61428,1
3,3,2677,910025,1
5,1,4493,410082,1
5,3,532,145112,-1
2,2,4876,715554,1
3,0,1644,94798,1
4,1,3167,892158,1
0,1,1815,414688,1
4,2,2127,736445,1
2,2,612,409333,1
0,0,3009,171738,1
4,1,1665,388452,1
2,1,4979,672254,1
0,3,1619,743685,1
3,3,3687,162112,1
1,0,4889,134106,-1
0,3,3975,148309,1
1,3,4010,624766,1
0,1,678,70784,-1
5,0,3568,147200,1
1,1,2717,194472,1
4,2,3061,787668,1
4,2,4897,394459,1
5,0,2257,596076,1
4,2,726,822877,1
4,1,4899,254121,1
4,2,4072,311188,1
2,2,2134,497619,1
0,3,2219,193196,1
5,1,4422,178483,1
1,2,1214,603609,1
5,2,1585,791532,1
2,1,1055,927829,1
3,3,1721,519158,1
3,3,3940,489904,1
1,3,4449,149144,1
5,1,1746,731229,1
0,1,3494,383312,1
3,0,1818,70532,1
0,1,4460,113428,1
1,0,4479,204256,1
5,3,3522,149877,1
1,3,1316,452154,1
5,1,2345,953881,1
5,1,4551,727208,1
4,0,1506,778760,1
3,0,4742,969529,-1
0,1,734,542142,1
4,3,3228,951659,1
5,1,2902,195995,1
1,0,3843,171737,1
0,0,4522,783832,1
1,3,3370,195035,1
0,1,3776,80868,1
0,0,1775,384783,1
0,0,1652,276186,1
2,1,3523,387788,1
3,0,1738,958381,-1
4,0,4539,186836,1
2,2,2649,625982,1
5,3,3622,453227,1
2,3,1144,733770,1
2,0,2011,357706,1
4,1,2228,419925,1
3,3,4412,423765,1
0,3,4484,690348,1
3,0,668,175962,-1
0,2,1532,877735,1
3,3,1645,171410,1
4,3,2134,153966,1
0,1,1476,335325,1
0,3,4470,289024,1
2,3,4848,598153,1
0,2,3201,162450,1
3,1,4842,522486,1
3,3,2651,542109,1
0,3,4536,522125,1
0,3,3150,279463,1
3,1,3241,95084,1
5,2,4118,356174,1
2,1,3062,584680,1
5,2,3603,263974,1
1,3,4595,287233,1
4,2,981,653869,1
0,3,4871,507032,1
3,3,4466,391247,1
1,3,3268,397840,1
1,0,1216,667595,1
0,3,1622,333981,1
4,2,4461,746509,1
1,1,2981,473573,1
5,2,4433,268004,1
2,2,1078,290462,1
0,2,1665,272602,1
4,1,1290,641011,1
1,1,692,94394,1
4,1,3586,195184,1
4,3,4255,767454,1
4,0,3458,644611,1
4,2,4484,272596,1
5,2,4369,730978,1
2,1,3577,479313,1
4,1,4885,202933,1
4,3,1583,532014,1
5,0,3238,706727,1
5,3,3652,176071,1
4,3,3268,330277,1
5,3,3456,175663,1
2,3,4629,964063,1
4,3,4557,365737,1
4,1,4141,348460,1
3,1,4481,435052,1
4,3,1254,284524,1
3,3,3372,442773,1
3,1,4277,359543,1
1,3,3206,854860,1
2,3,4597,894810,1
5,3,4528,369600,1
0,3,690,156194,-1
2,3,4353,169136,1
4,0,1638,698714,1
0,3,2577,448588,1
4,0,3873,270971,1
0,1,4542,675944,1
0,3,4545,106842,1
5,3,3490,165118,1
3,3,4499,416438,1
5,0,2597,553063,1
1,2,3436,567389,1
0,2,799,603235,1
5,0,4835,969286,-1
3,2,1936,501113,1
4,0,4734,569013,1
3,0,1602,186460,1
3,1,3577,366051,1
4,1,4466,99694,1
5,0,1660,308744,1
0,3,3477,858982,1
1,3,4151,248384,1
0,2,2772,378707,1
0,3,3434,485699,1
2,0,700,136837,-1
4,1,2395,370803,1
5,3,2154,86897,1
1,1,2791,673801,1
4,1,1710,368980,1
4,1,3276,550515,1
1,1,3528,100355,1
1,3,3575,471257,1
3,3,4743,163947,1
0,1,2472,787128,1
0,1,3414,410491,1
1,3,2780,353253,1
4,0,2168,222157,1
3,3,4528,182463,1
5,0,4906,523485,-1
3,2,4864,175340,1
0,1,1994,639362,1
4,1,4492,545603,1
1,0,2988,198527,1
1,2,2110,696573,1
3,0,3821,187935,1
3,3,1101,894615,1
0,1,2737,150360,1
3,2,3269,596166,1
3,3,1196,325031,1
3,1,2187,784297,1
2,0,4834,326934,1
4,3,4097,756986,1
3,1,3047,547586,1
3,3,2565,187746,1
0,1,3919,973957,1
1,3,3966,802113,1
3,3,4289,418539,1
0,2,4401,743621,1
4,1,3250,554051,1
4,3,4921,198937,1
4,3,3588,510304,1
1,0,4103,369936,1
5,0,3317,605792,1
3,1,3143,960597,1
0,0,708,476832,-1
4,3,797,894567,1
0,3,4309,480277,1
2,0,1145,737914,1
3,2,2563,181690,1
3,1,4103,961617,1
1,1,4874,228419,1
1,1,3245,140110,1
4,2,4610,603069,1
4,0,4612,716229,1
4,3,4432,765479,1
0,1,4810,450865,1
4,1,1651,587959,1
3,0,4449,695205,1
2,0,2112,706162,1
3,3,1567,423147,1
3,3,2848,200418,1
2,0,4315,408131,1
4,0,3575,869133,1
2,3,1597,141502,1
2,0,4412,319098,1
4,3,1023,319453,1
4,0,1728,403295,1
2,1,3777,295566,1
1,3,2166,121286,1
3,3,2566,958207,1
0,3,758,826294,1
5,1,2365,769735,1
4,3,2672,168809,1
1,1,2782,294904,1
0,1,4577,101571,1
0,3,2159,516714,1
4,3,4409,391306,1
0,1,3027,670075,1
4,3,652,390479,1
0,1,2943,81699,1
4,1,2632,579894,1
1,3,4550,460867,1
5,2,1970,375577,1
0,2,1720,151809,1
0,1,1580,707397,1
5,1,4290,677586,1
0,2,4049,355298,1
1,1,1164,357880,1
3,3,656,264330,1
5,1,4632,82333,1
5,3,3406,295637,1
0,1,4617,545730,1
3,0,3037,409969,1
4,3,4424,406558,1
3,2,4460,504162,1
3,1,3545,74757,1
3,0,4449,382599,1
0,2,3992,943555,1
4,2,3126,229241,1
3,0,1590,270808,1
3,3,2975,771462,1
1,3,4798,701473,1
3,3,4863,610809,1
1,2,2899,587214,1
2,1,4542,755504,1
2,3,4433,754553,1
3,3,1732,396981,1
1,3,3344,615650,1
5,3,2906,321932,1
0,3,4763,910732,1
3,2,1307,526258,1
3,2,4422,113609,1
4,3,4170,295926,1
1,3,3311,162062,1
2,3,1763,286109,1
0,3,4356,921620,1
0,3,4826,192987,1
3,3,1688,552079,1
0,1,2895,318536,1
0,3,2735,896523,1
5,2,3258,850742,1
0,0,1566,619162,1
4,1,1320,568976,1
5,3,3697,103269,1
4,0,686,160741,-1
2,3,2805,656262,1
3,1,3545,228727,1
2,1,2177,188090,1
4,3,1781,165904,1
2,2,2183,451290,1
4,1,1262,746983,1
3,1,3907,184087,1
3,1,3055,162664,1
3,1,3196,169133,1
0,3,2790,960098,1
2,1,1749,321592,1
5,0,1746,59040,-1
3,3,3567,182315,1
4,2,2498,392629,1
2,3,3178,787196,1
0,3,3912,947120,1
0,0,1723,929977,-1
4,3,4028,412986,1
4,3,1967,460542,1
5,0,3595,167525,1
5,2,2857,198704,1
3,0,4639,144943,1
2,1,4470,738193,1
2,0,4160,757003,1
1,1,1773,898276,1
3,3,747,367492,1
3,3,2551,938226,1
4,1,3563,292070,1
5,2,2275,454665,1
4,2,1424,558163,1
4,0,4507,480434,1
5,3,2681,684141,1
4,3,4431,792899,1
1,1,3747,304508,1
3,2,4597,358961,1
1,1,1489,587828,1
0,0,4260,170030,1
0,3,3500,619511,1
0,1,4601,484043,1
3,3,2818,176158,1
3,1,3759,400949,1
4,2,4496,730627,1
0,3,2321,188579,1
4,3,4426,250265,1
3,1,3377,348968,1
0,0,659,876507,-1
4,2,3585,642383,1
1,1,1542,71338,1
2,1,1856,894133,1
0,2,3111,190811,1
1,3,2444,664388,1
5,1,3875,323635,1
0,3,4523,592866,1
3,3,4290,618509,1
0,3,4391,97946,1
1,3,1945,384300,1
3,2,4870,253091,1
5,0,4849,512215,-1
1,0,4177,750602,1
0,3,2294,300582,1
4,1,4857,554234,1
1,3,1883,683130,1
0,3,4458,271756,1
1,3,4540,508506,1
1,3,2994,877586,1
5,1,3404,151175,1
5,3,2210,865701,1
5,1,3365,895091,1
1,1,637,140005,1
0,2,3438,968756,1
2,3,4206,363567,1
0,3,2788,172583,1
2,2,4410,596992,1
5,0,2680,176334,1
1,0,1559,526481,1
3,1,2468,291895,1
0,0,3208,179149,1
2,3,3796,367248,1
1,1,2073,588330,1
1,3,3169,529118,1
1,3,4504,433782,1
1,3,4795,488496,1
3,1,1210,137154,1
4,0,1226,457396,1
0,0,747,513591,-1
0,1,3153,770586,1
4,0,3508,146236,1
4,3,3421,167456,1
4,3,4343,99028,1
2,3,4612,779029,1
0,3,4581,88293,1
4,3,683,637790,1
0,1,3885,768829,1
0,3,3960,776281,1
0,3,1709,578546,1
0,3,779,309849,1
0,1,1586,740376,1
4,1,4344,899124,1
0,0,4474,436284,1
4,0,4513,676855,1
2,1,4395,685029,1
5,3,1790,683915,1
1,0,4390,610689,1
1,1,1605,633621,1
0,1,3266,604576,1
3,2,4644,762938,1
4,1,3355,416030,1
3,0,1757,898483,1
3,3,2565,764400,1
4,2,4661,635102,1
4,3,1340,190624,1
5,3,4513,817149,1
1,2,3363,98032,1
3,3,4979,893502,1
4,0,1015,503815,1
3,0,4501,514061,1
5,3,3227,287721,1
3,3,3667,292780,1
1,0,4017,791770,1
0,1,1735,93798,1
3,3,4383,895156,1
3,2,1563,976707,1
0,0,4351,342729,1
2,2,3762,693643,1
0,0,4545,305370,1
2,1,3606,451499,1
3,3,847,725926,1
1,1,3084,473434,1
0,1,3539,161889,1
5,3,2080,438856,1
0,1,4467,280797,1
4,3,2625,199346,1
4,1,3370,163710,1
0,1,4506,849129,1
0,1,1392,375917,1
4,3,4438,707529,1
0,3,4566,888773,1
3,1,722,315220,1
4,0,4948,617423,1
0,3,3922,137195,1
3,3,773,754799,1
4,0,1510,146548,1
0,3,4283,190920,1
4,2,1023,179956,1
2,2,3510,955697,1
3,2,2249,221352,1
4,3,1873,548615,1
3,0,1111,543210,1
1,2,4103,378535,1
0,3,2781,56980,1
3,1,4495,278272,1
0,3,3976,521462,1
0,0,4442,75792,-1
4,2,1616,509797,1
3,1,656,94138,1
3,3,4168,421544,1
3,3,3468,896920,1
5,2,4432,391698,1
3,1,4252,182170,1
5,1,2064,211451,1
3,3,1250,757538,1
3,3,4501,745669,1
5,1,4606,124978,1
5,3,3178,797114,1
1,1,4319,678059,1
5,1,1319,304830,1
0,1,660,955375,-1
1,0,3092,488249,1
0,0,2323,159328,1
4,0,685,349269,1
4,1,4079,187657,1
0,1,1983,869214,1
0,1,1002,222653,1
2,0,2331,398508,1
1,1,2296,260774,1
0,0,4093,367447,1
3,1,1621,387819,1
4,1,4506,898289,1
3,3,1199,481693,1
0,2,2815,614554,1
3,3,1364,863550,1
3,3,4146,845695,1
4,0,3432,170593,1
3,2,3127,370482,1
5,3,692,66260,-1
4,3,1692,257902,1
5,2,2724,764727,1
0,0,1844,640681,1
0,0,4454,734918,1
1,0,3362,551180,1
4,3,1643,220592,1
0,1,706,485666,1
5,0,762,144982,-1
2,1,4573,320179,1
2,0,1577,170796,1
4,1,1792,380914,1
3,1,4488,446640,1
0,3,1885,507569,1
2,0,3099,781299,1
4,3,4581,886911,1
2,3,3104,189317,1
3,1,4351,228605,1
5,1,1843,903718,1
3,0,4397,917206,1
2,1,3638,306850,1
5,3,1841,237488,1
3,1,4480,690724,1
0,0,1166,204810,1
4,1,2328,424047,1
2,1,4030,201936,1
4,2,641,820403,1
4,1,4442,300275,1
3,3,3617,496621,1
5,3,771,335876,-1
0,1,3530,898200,1
0,1,4541,733132,1
3,3,4917,837322,1
4,1,3535,602103,1
1,3,4396,825816,1
